"metier","nom","adresse","ville_recherche","comarca","telephone","telephone_intl","note","nb_avis","nb_photos","google_maps","place_id","horaires","meilleur_avis","latitude","longitude","photo_1","photo_2"
"fisioterapeuta","Espai Salut Fisioterapia","Ctra. de Callosa, 21, B, 03599 Altea la Vella, Alicante, España","Altea","Marina Baixa","965 84 69 99","+34 965 84 69 99","4.1","9","1","https://maps.google.com/?cid=12705687048970159752","ChIJO0wWbLQBYg0RiMYlrQ2rU7A","lunes: 9:00–20:00 | martes: 9:00–20:00 | miércoles: 9:00–20:00 | jueves: 9:00–20:00 | viernes: 9:00–20:00 | sábado: Cerrado | domingo: Cerrado","Monica Martinez Alcoba: Tanto Alejandro como su equipo me trataron maravillosamente. Estuve en máquinas y también un par de masajes a cargo de Lara y Sergio, ambos muy amables y competentes. Alejandro siguió mi caso en todo momento para revisar qué era necesario. En la recepción Ana, muy amable y atenta. Gracias por vuestro trabajo y atención.","38.62765539999999","-0.0406639","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2w2M7-HoDh0d-blR3-fiU2zQFuEn0uHpqmbuNcnNMjhMZHbzYCboqVyguxU1y3SxXe7sUF9MD7e9XbZg0rrRdI1mQFgP0k4K2A7mP1suO9Os59dlntoknFMmO8SPwD2XEsuoA-qO8lYnqKf5TO1k5XZUooxkhEw_dklOImCHlU8f_8IrnrxEdt2HMPF2YuT1XRoKHm9hlCJ8LNUNHNTuvPRB1wQsw-jGuT2XadabZcs0-haDpPTUZ9Th1nEdkH8h43mXUZgXMrMgv1kb9uJTxJ1Yqre0kgHN7Zcjk9kWa7e54PLHlPt9hvfPecoqIooPCcp96B-QmXdqszroa8wsw8DrKAZotvmJlX11N1ktio1zUPsySQPfKa8TcIMCBmligAPe5bZO7rDMSlwtEk7XZaZnry-7iEe3dhlNa_uQVe73w&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo",""
"fisioterapeuta","Juan Pablo Ricci Fisioterapia","Costera dels Nassos, 40, 03590 Altea, Alicante, España","Altea","Marina Baixa","617 70 12 46","+34 617 70 12 46","5","8","5","https://maps.google.com/?cid=3951395788964783184","ChIJhVvxROsBYg0RUGQ44Igt1jY","lunes: Cerrado | martes: 9:00–19:00 | miércoles: 9:00–19:00 | jueves: 9:00–19:00 | viernes: 9:00–19:00 | sábado: Cerrado | domingo: Cerrado","Pablo Martínez Caulín: ¡Justo lo que necesitaba! Me ha descargado mucho la lumbar en solo una sesión. Muy puntual y profesional. 100% recomendable","38.5974653","-0.0559392","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3rzAfdUEJTmj33XifKJ5W2E2gDtsZlQ5M1aXRzQ2NxIZIdUgY7PprO8bD5de1cUt1TsWSBeUsAY4jyehqzB0ynNj4CKwyypKhytRB6ghzQfwMB-ALj02hWqGvRG6RdD12YCoXb51nbF0sGf6vpzlbEuSDj4D6qszrBSZT7wISljCF_VgLIt9TM5c26ZhUWbWeJmB11xn4MSAnb84Zho5svMrY4-ERO-LbRQyI0QxBau-PQmiAaaXf16WYjuMvhZM9QW1uDCHAG32YZTehSwjtNVP-qMiL6mOh33K4OGXFxiQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN37Xj4x1g9PVmZgbAVjU3Mo4MfVtuR0OKupUNLqEgtT3obre_qU5IiSc43NfKRgYNIVC7uosbx2SDx3VWUo-vGMIrzmag03-nKlKIl-ZPsUNkEz6Z4VXtal5GONcetCL6tsuC_-r4E2Y3hpvCeTleDxSILsxuWNaOBW18EUj9oeWJuRaD5nrAhMYO7wRM5iM6ay52MPBHCIfzyATJuZD6wY1TGx3qRAXZVplQsN81UETeYYgDglH4GoH_e3DQFDm4GRWdfh0Z0z5w6BauLzgEMWywCbM_6KlE8uPNh0fWS0aQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","ACUPUNTURA ALTEA GONG SUN","Carrer Convent, 4, 03590 Altea, Alicante, España","Altea","Marina Baixa","677 17 20 22","+34 677 17 20 22","5","86","5","https://maps.google.com/?cid=10799235213770382601","ChIJ3bgSGIAFYg0RCV2syjWX3pU","lunes: 7:30–13:00 | martes: 7:30–13:00 | miércoles: 7:30–13:00 | jueves: 7:30–13:00 | viernes: 7:30–13:00 | sábado: Cerrado | domingo: Cerrado","Jordi Trenzano Bardisa: He recibido tratamiento varias veces y todas me han ido mejor que bien. Para quien todavía no crea en el poder medicinal de la acupuntura, probadlo. Os va a sorprender. Y encima, es más barato que la mayoría de sitios con el mismo tratamiento.","38.600933","-0.04750240000000001","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN10wwdjPH7K5LOsI9znoQw8H0nvHiajJWk8qUkeJU0WRUtBoIpUsu5Q_Rd8MkKYipUApu9rvOhXAbdxbBFN71HxiuckZE-8-fSVzULSJhPJR7SXeitSl5A59BgqvhrxLeT9sxA9jx8rIxHlOzJS5ww9S8yPQuUQ5eRTPNe6qatqP3416QwVBVTLkhXe6MaA9MgV3_OIQ-Xmog6Ba4qOIgtHeUlTwJ011EhVifEvRLqyFl6_a7dzOclSr6OLOtDESe4u-rHWLani3-Tk3VKdYZiYJ89OLMLk0y3TGt0OsTJ9GA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2WKKey5LxBwv_5GXv_1rOGA0lLFX0LI4eXlLvcYEsGdAtppK90EU2F3aOLXx3-rt31HgtkKx1Ft2LZuOCi_ATiFp4ev5-fcNbeJYQdk8ekXjd0QKsUo__8-k7LRK36FCEnPIsdGBXBpYzL7rdbtsHoUqMWwgLQLhLv9PhGk1f5XWexsk7ux6SiUfWp0fmvfLXjbm-uMDP3nGEvgRouLkWfnD8BxsOTLpIbxbOH7oHXMsjmfoPYH1y-jZ_WwX4xtUBzw3jY36FIaTpsCbZlhVEjONnVEXYBSoMIuSFVtZen0g&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","Altea, Alicante","Cap-negret, 55a, 03590 Altea, Alicante, España","Altea","Marina Baixa","","","0","0","1","https://maps.google.com/?cid=4774694308435739372","ChIJw8NbhHsBYg0R7EJkFS0fQ0I","","","38.6142004","-0.0338217","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1MuIa0GHC0iHp74GWBWw_yYdFFp3kdBj7jgXinlT1ybrsLeR3GfCwyPUKeEIHTkdyiNS6S20UOlB3MRjR7JS6ujXdBQ_0YYqpvnNSuzC0fd2N2OozdVqL8oNkF4Wts9nKeWXnK28a8Naeeoncgt7h9UabMQ2DlboKhSvyjNk61zuNCRGPiAay_gE9BVEwYnwlsZen99gIlN6KGCHuX3XTqSK0ld0rFNuAtcf4agxMvVuJCr0MdoyF2uzRdSbYTfX56ZkRK6CXsvSkDqZ0BlCiPpk8HWVGPI6UaBAO6g77QSdZqwQA--iO469oZukep2EqwCcZhBtwkPDzZwFeyUml_Bsoz1rEj1KtUsvkWbuuvKGSx7_O9De79lnByzhJrUes-ZLyKzKJz0dWy4Uo8aovG797YTnPCoI4_iPOhe2gJBm5H&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo",""
"fisioterapeuta","Masaje Deportivo, Физиотерапия, Пресотерапия, Лечебный массаж","Plaça dels Furs, 1, 03590 Altea, Alicante, España","Altea","Marina Baixa","624 82 64 75","+34 624 82 64 75","5","19","5","https://maps.google.com/?cid=7477424797097405313","ChIJ6z3rPFYBYg0RgSuwYTwmxWc","lunes: 10:00–21:00 | martes: 10:00–21:00 | miércoles: 10:00–21:00 | jueves: 10:00–21:00 | viernes: 10:00–21:00 | sábado: 10:00–21:00 | domingo: 10:00–21:00","LUDMILA GERASIMENKO: ⭐️⭐️⭐️⭐️⭐️ Sergio es un profesional increíble. Su masaje deportivo, terapéutico y la presoterapia me dejaron como nueva. Siempre transmite buena energía y un trato muy amable. ¡Totalmente recomendado! 💆‍♀️💪😊","38.6077867","-0.046013","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3GniTrcQ4O2EXxFdi5mdxoVfA5nXI3QJyt2szNudj3OuPxG8kD0Wl_IYf9y7qSH_Isvk6-a2D9Z6M-FPPNPKdh3RMpZia_eNKJHVWXxj49Hzq2kWFFZ-b8HrLTSUT499pAMBBaI12OVtDv7WfQMilC0oNykfuqFYxsJSWxOvxI_2fGbDteYF5FtZ2jBvsvQW-AGyUCGtXBF4ttCxaBbrYwAgGQbUjY57XIjXWd-tKxhIKbZMGLVPslMBrakOPmvWjaNPOGCeIajyQDf_evSThvhYldoRbBYzd2sKj0hBX2zg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0ONP3ZSHDEnyjKnsR8nz-WPZs8OVPKCUh87xvACdjWIoF91kmBv5Hn65kqh2SdXAt5Qbj1E4Teqm_R7IxyNo-IYu6YpepqdzJ27P1TLVTx3Fzvb5XsfhSoUsrbfRZD0ER0WxK7Xng66jWU6n6SOK9ZddKtjul3WR0ulOgo7S9xkSKOQDn2RLTGGMseQT395atbI_fAouTnLv3BUIhaTOc1z8KLFgQFWXtMO5Ehz4xvjsnZirKCVxpxH6tW9AqMAQHjAnT2A1S8fKjArQjiS-4hGSFmy8bXB4MYKeIepcK7rw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","SHOCKWAVE","Carrer Benidorm, 1, 03590 Altea, Alicante, España","Altea","Marina Baixa","965 87 59 17","+34 965 87 59 17","0","0","0","https://maps.google.com/?cid=267654333637043238","ChIJk-bmRQ0BYg0RJqQHxzLmtgM","","","38.6014707","-0.0554054","",""
"fisioterapeuta","Atfisio","Av. Marina Baixa, 7, 03580 L'Alfàs del Pi, Alicante, España","Alfaz del Pi","Marina Baixa","865 79 03 91","+34 865 79 03 91","5","10","5","https://maps.google.com/?cid=14383188460738901728","ChIJKyUE048DYg0R4PbWG7NZm8c","lunes: 9:00–21:00 | martes: Cerrado | miércoles: 9:00–21:00 | jueves: Cerrado | viernes: 9:00–21:00 | sábado: Cerrado | domingo: Cerrado","jose rus: Sin duda los recomendaría siempre, Alberto es un grandísimo profesional, llevo años tratándome con él, tener un fisio con experiencia y que te conozca es importante puesto que acaba conociendo tus dolencias y no debes explicar siempre lo mismo...No obstante se ha unido al equipo su hermano Toni, otro grandísimo profesional con mucha experiencia deportiva al haber estado en el staff de equipos profesionales de voley, tratándome últimamente con él. Aún así cualquiera de los dos, creo que cumplirán con vuestra expectativa. Hablo de mi experiencia personal y como cliente que lleva mas de 10 años con At fisio y no hay mejor reseña que la que un cliente fiel hace.","38.5790219","-0.1005315","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0ODa3_DmA8b9XMjxQxStAxQAD3AG6fSMrDSCB1loTXjA8uhCGD9PtDW0TsoktRv_HBlMHqIpNZjopoYtM51pDFeUNHtRSAOdiLe9eGLrHusrho1ru_4XGNLceu4ze0GjRTSuNk3WZFG62CAd3bj6Hpxd5Jv-3enDEu7xTSnHd6fx8a2_MxivkMUHWE_UsM7lpfR9rAVHn7cwhX5pxcMj3KT7qC4RpcUV7vuPFjzQevamuRj6pxVCNCTE4KQc1r4nZ627XJMW2-nkrXbnUSyAVlIrDXsD9MIN_VxIKvkDlbpw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0ggSvBuNe9WnOpvaEMft7c5u1f4rn5ATXjWi3qQcnNFpgw_4tmFm0ClVAepWqWjSOY0kW7sqOmENQplRcsmo3kyfgQv-2NWilbRqNt8lxFuHLVVX9qAZNFu_XLJoAvS9O8vZkxJY0X4YzRpWYagIW2vO_WpPz0v6xTGtmrIAdLoIcC9w9W2t7ihjLdtZDxCXqVilrmsw8Ejq2SPQlpb47ZJFjy4iMANV9DndNU2fsjaYF7T9GeisR7OZSaOs5qvHuXzpkD7jFHH1IAsZxIM8YdeGmWg2vONw_4pvSZOmNeDQ&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","FisioAlbir","Cam. Viejo de Altea, 27, Local 7A, 03581 El Albir, Alicante, España","Alfaz del Pi","Marina Baixa","622 56 50 55","+34 622 56 50 55","4.8","39","5","https://maps.google.com/?cid=13009996807351804152","ChIJ22JSNf4DYg0R-KArlyrLjLQ","lunes: 8:00–20:00 | martes: 8:00–20:00 | miércoles: 8:00–20:00 | jueves: 8:00–20:00 | viernes: 8:00–20:00 | sábado: Cerrado | domingo: Cerrado","ESTHER.R: Inmensamente agradecida Tania, fisio de suelo pélvico. Tuve un post parto malísimo, doloroso.. me hablaron de ella y fui con miedo porque aún sentía dolor, ella empatizó conmigo enseguida! me hizo sentir a gusto y empecé el tratamiento de mi barriga y cicatriz con increíbles resultados. Sigo yendo todas las semanas y le estaré siempre agradecida porque por fin he podido ver la luz gracias a ella😘😘 toda una profesional","38.5694008","-0.0798267","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3NQyk5PSXxF3MN4t6EtfhGujOUZt6wu1_gEnJfX_SjcXfouJOXWFNxKAgc4UDnrXvjlHjAct0wdFqPTis-RX-g4hHYp_BrhaU2yFPOUN9rwYOYq6FafwRFjqM-uIKy3wFxgokz5KGC8GLV9bOW3VdBi225L6lRZkNMc0GP-nn5MD7BMco_1ysKiiIrR0ob0B12dvvi1xDoSnAWtnBth0RtN7cymBBgvyE3gxkoYR1atfX8TQyjnTjNST1xXTgJwso6LpJs86UdL-VZlhMxiwPF0_GP2BPZQ-jEswDKy94Myg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3Xem86RDN57DQzRDFerW5k88DJ7_cSivVcLWafrfsA7KxEA5eIWjD3jBWrBRHh0l9QxxOgYipTithAuUjSUlKe23z--sCKFY23Ratfifb5bTcXI9LW_6KewNHkQ7fdvSETplNiw8JJIDCImkkMhQLlIdcb2QKvohKhbvWpOQVgKP5q2HB_CVSTaAjcaL6-wAXsmknEoIVU_Ztb23wbHFKD9lPc2cE5dLIuPbqnICn2DsDGTerlzCzZiPtHPC3scl-q94IG6NRfTJOfPYRHFC06ZSfwQMFlNJMCIRCojVMg4Q&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","Expertize Centrum Fusio-Orto Manuele Therapie","Carrer la Figuera, 23, 03580 L'Alfàs del Pi, Alicante, España","Alfaz del Pi","Marina Baixa","965 84 71 02","+34 965 84 71 02","0","0","0","https://maps.google.com/?cid=6437299885597334498","ChIJY6L46poDYg0R4huxwSPiVVk","","","38.5809043","-0.1040005","",""
"fisioterapeuta","Fimme Hornstra","Arabi Plaza, Carrer Tabarca, 16a, 03580 L'Alfàs del Pi, Alicante, España","Alfaz del Pi","Marina Baixa","965 88 87 97","+34 965 88 87 97","0","0","0","https://maps.google.com/?cid=4843602453686125039","ChIJz_NPeYkDYg0R7wEs5cTuN0M","","","38.5719038","-0.0983729","",""
"fisioterapeuta","Lorena David Bellón","Carrer la Carretera, 41, 03530 La Nucia, Alicante, España","La Nucia","Marina Baixa","966 89 50 37","+34 966 89 50 37","5","4","2","https://maps.google.com/?cid=14773440968297042384","ChIJ9XQpk-MCYg0R0FGMoUnOBc0","lunes: 9:00–20:00 | martes: 9:00–20:00 | miércoles: 9:00–20:00 | jueves: 9:00–20:00 | viernes: 9:00–17:00 | sábado: Cerrado | domingo: Cerrado","Agustin Rodriguez: Que es una petarda y no pone que es Fisioterapeuta y Osteopata además de tener varios cursos de Liberación Miofascial y Kinesio - Taping. Aparte de mi terapeuta, con el tiempo se ha hecho amiga de lo buena persona que es. Un bico Lorena.","38.6153052","-0.1248929","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3LfwE--9wgz80TO5rF10Vm5q8eT_EoLTZgz3LXK-KVDL-lX5EImuugRNuh4sgGHOE6cpGuNjdhDl4qsz4iS4Wy2mH2PFUn55ZXGGHTdYN7P6taKJeVi4CgT8As8N4lHQLzT-w2hzPz5VVSPyGp3ZBX-ESCkYa1UIUV0_vjlz94c7NbkCnOM6jDwIrUyMvMCKYKFe3jO68gWKMh32LY6v-FIYUOW5petfqr6tkwWzownw56pBqIDI6pHpxq8eNoItJkNts2QJtWEfWEDUMMjazTB4wj7PN2P8X3bWuXlWM44Q&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN23YViOfvNSaofiyCtajO8kgoHnANVoHzV8O2PvCl4Tl0CZTFCqU0VLIN-zl-GltXjFXrfkHF6eHiECISDj7WEWqcxcEM0QpcXPphAITq_kKypq1bzwrCHhO6aprlX1WQXJZQlBnKkj9dPhJLRHC698vi8CiYO6igf5WRXdzAI2OMpYxfneIG_pj5alxxxhOHEucOIK57p4urwEMSb6PDyQTw6mHx2oYsso80eu9aPFiPMEtfmhSP7TDM55FyYmJBeVSdDWSFOsLefBFc-nlu_o0IaGWD7xfV4HwwqyE8T0EA&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","Quiropráctica La Nucía","Avinguda de la Marina Baixa, 25, Bajo Izd, 03530 La Nucía, Alicante, España","La Nucia","Marina Baixa","634 35 95 20","+34 634 35 95 20","4.9","143","5","https://maps.google.com/?cid=16432248304779967286","ChIJi6de7tADYg0RNrtse8USC-Q","lunes: 16:00–19:30 | martes: 9:30–13:30 | miércoles: 16:00–19:30 | jueves: 9:30–13:00, 16:00–19:30 | viernes: 11:30–15:00 | sábado: Cerrado | domingo: Cerrado","Virginia Guijarro Rivera: Una grata experiencia que desconocía, pero que sin duda tiene muchos beneficios. Me está ayudando en mis contracturas de hombro, cuello y dolores de cabeza sufriendo durante 1 año. Silvia es tan profesional que solo puedes estar en buenas manos. Sigo con mi tratamiento feliz! Gracias por todo.","38.6118988","-0.1266124","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1-KxukhCBX6vS_SghfD4iHvt7i4GM3p3buvSXyUGuQrNUC1XiZSpIy0i78AdZa-Q48Bvnw8_V_kgbU78qknouEudjk1sFaJUQp1XVdG_ZBcvG2g38A1d6xei0ZWRoPqxM3moHmNPuz0ejCF1f271UgIbIRMDuDjuZhYtUTanbn5QWdgnzHBz9w2kZyLjBBluI5-rvxUtn6t1vENow-DAR7GHOURaeqGeCGtccmiUA1v4IeG8ASwiUGm3MWr50WWPT8lxBBXWeoXj1iaaw0VqXsZVR834Ts54awruL6WP3Idg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3IZlwFHBmSI8QThtktN_kuFY2-pN3yR7gYwyd_Em7RkOoWt0l0Rc92RrWwxIQO31xCkKWZsYnppB_DS0OOmJLL8ECQ6Y-K132JJVmiMl_2oslCKRYNkBThn6sk5aKh-PC6Mq38U7Iif27ITvFPQYGeqNBVLKT4SlO1DuR4J9zUJISnE1_MbaThtNSeDHZBh3EpDD4CBUWoznCSv9gkzdq7J2w4MsVEIfWt915k4RJNNIjHqn1MRoBYD862TXssNJy15XtbAix9UYlSBjSSZohUlw-S4EeSYAYqBlYPZXv-8A&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","Ripoll y De Prado","Partida Muixara, s/n, 03530 La Nucia, Alicante, España","La Nucia","Marina Baixa","","","0","0","1","https://maps.google.com/?cid=7303436146815190816","ChIJS6dL6NwDYg0RIMeq8noEW2U","","","38.6035303","-0.123489","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3Lc9hrelvDHDVX16LOt3_Fv3fhlPgQ5jvzvHICNtJPIC9gHBZBvflMFTPD4NSm84Sk4ee9o1JZMiHEIOdqCIT4uziE2KLB8jkf4m0cydDnxv3CKJ53Tasn82A9i6bNGS8mDLdRWknLpkzRIRPIlE8FmXgmy6hBrlTRUX8hPJFl4Jh8_RLMbs2DQ5jtzhpy0uAPI2cv7uWTq3nTd1SZyfmJFEgni40Bd0IwCVjlWCA_utqf8DvPNzphIpRKEKQ9EYVvIPr7WJmxhER_Ez73NeWvO_wlI22v2y5FCMpxXjGWVFv2Jjt55Wq_I8Q2k_XjEAnUuOvF6PrRMB5Gf9tcOwD5w4cF0rSbe1hLTVj-t6q0f85LIuGVGXyg4LhZ0fnH36p65ZPl-pvIs9dSDw_G3VSBSK2Qvdw61Z0ijYhXW4hEr9z_&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo",""
"fisioterapeuta","ElsaFisio","Carrer Jaume Roig, N°1, 1°E, 03510 Callosa d'en Sarrià, Alicante, España","Callosa d'en Sarrià","Marina Baixa","661 09 12 71","+34 661 09 12 71","0","0","0","https://maps.google.com/?cid=16811467346045351481","ChIJE4aujgYDYg0RObYc8npUTuk","lunes: 9:00–14:00 | martes: 9:00–14:00 | miércoles: 9:00–14:00 | jueves: 9:00–14:00 | viernes: 9:00–14:00 | sábado: Cerrado | domingo: Cerrado","","38.650752","-0.1209376","",""
"fisioterapeuta","Clinica Atalaya","Ctra. d'Alacant, 3, 03510 Callosa d'en Sarrià, Alicante, España","Callosa d'en Sarrià","Marina Baixa","965 88 09 36","+34 965 88 09 36","5","2","0","https://maps.google.com/?cid=12734009734830941051","ChIJaxrqzZwCYg0Re-P22mJKuLA","lunes: 10:00–14:00, 16:00–20:00 | martes: 10:00–14:00, 16:00–20:00 | miércoles: 10:00–14:00, 16:00–20:00 | jueves: 10:00–14:00, 16:00–20:00 | viernes: 10:00–14:00, 16:00–20:00 | sábado: Cerrado | domingo: Cerrado","Maria Ferrando: Trato excelente y muy profesional.","38.64962269999999","-0.1216404","",""
"fisioterapeuta","QuiroNakoma","Carrer Sant Roc, 6, 03520 Polop, Alicante, España","Polop","Marina Baixa","661 13 69 18","+34 661 13 69 18","5","49","5","https://maps.google.com/?cid=15165934163540125310","ChIJTamp1ZoDYg0RfibF6MQ4eNI","lunes: 9:30–19:30 | martes: 9:30–19:30 | miércoles: 9:30–19:30 | jueves: 9:30–19:30 | viernes: 9:30–19:30 | sábado: Cerrado | domingo: Cerrado","Josefina Romero: He conocido hoy a Diana por primera vez, y cuando he llegado no podía mover el cuello por el dolor, una hora mas tarde todo había cambiado a mejor... se puede decir algo mas? Claro!!! Próxima semana ya tengo mi nueva cita. Gracias Diana","38.6223675","-0.1276881","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN0EukWasJy3JoLB_Uz8P8FSXHFj6mzRsPE5cj7mYRNDgyOHOnojvNGy-FnDwephKN8RqL9mHbeheBmpkBATWcoOcCA_YPE2kDt79E8JNOGHWz2cBN-aZZoYDjI4D9ICt5RiLkD63jQE203nOeDmGsvHl41xAx1aEm2xAZXZraDbEooL3AbEb9LwXxzSzp9p5hltMdrCVhEkTLhyM1g7ImGISl3IgSKLRqX09gK1B8vTHC8PlEA_TLeZ2NzGzxabh1040tj8aZKjQS_RQ8oKVNNnzKNjFGerQkujjkjksyYIyg&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN1PdwvZpSIhHOBhLTQ7tKH6tMDWQtBU9A7sWWOBrxr2h1r45Y1bIiY0VrZpqwfVLZR1fkzm7uQ0tQOUQAU3Tz47AuHYShiPfwVcLYUIyR9WkwqQWB6OXw3bNOBmqb9q0HHeVCYVWazitmJfjypXM09sLKselNuLLBeF9Ep7vi6D9OqtOolG69v_w5HGXskhuY0khfnmYwXiUIpv1uG9xQxPkZgClYEtavx0HWg3hu1unAy4MpD_SnQwdwIl4lrYHWyWmlhGs5XwOaO6v7MtQesvBsICXPEJYnkGogEvRTk3aw&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
"fisioterapeuta","Clínica Mayte Soler","Av. del Camí Real, 17, 46841 Castelló de Rugat, Valencia, España","Relleu","Marina Baixa","656 95 94 09","+34 656 95 94 09","4.8","6","2","https://maps.google.com/?cid=4541938878673329591","ChIJI_xMO4iRYQ0Rtx3cjlg1CD8","","Amparo Codina: La mejor fisio que he conocido nunca,super profesional, super comprometida con cada paciente,dedica todo el tiempo necesario en cada consulta e intenta que no vayas mas veces de las necesarias. Super agradable y comprensiva hace que te sientas muy comoda,y por supuesto muy efectiva en sus diagnosticos y tratamiento, la recomiendo totalmente.","38.87341869999999","-0.3846907","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN3ESAPXsyx0IMxJOv-D3aE-xUNeFP9vGBfmIm2hvQy92yhaFHik56a5pGSKvRBSLm22mMYFdBB-K4zG141Dbrla0GarWZTZRxmBP3GjnCJZUtLuByoWfr5ta5F1Q3H10z71PRs9mnCK5au37Yu5QSCltXPMggRGBjeZrkvknI4NoA_AN7MnSGHOCI2pdLorNI_Ye1PrPNMALuA1Lcw6WsjhYkOIiTgljTgXm0ZCyTmUS2Sjdy0L8y4DT5boQHpFK7agZOIdNfmeYgp1XyEK5EMUecweLCcWxaA8Ur0rpSvi7A&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo","https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=AcnlKN2aisOQHIux1nzxDJA7Y7Qi3tL_KMCIm0BMqEtSE_CNNmE2cm7M6bXFIaGY3ZqIxfhTaI8JNvhlA27IaomSaNsWX4II3db_K8prCea0g_c6jk9FQdjF00wB2RshALW5spTILjpMcJrR5qmY946i8C2PkbfyzRIi9qFAAxEiuyZoA-KYfk3YwEiOmAxhIaKISjTseCT3QLa6P4gLC6oFPP_TNTz2cLLdxJ5dj24X1RGXG-kGgMUJwEHzQ9-ABEjq24s5WfwFzcSHKoj6qNqHLmNabSP-eA1mj3C4l72-gVTfsBi6YZXaGqMKJviDeyOFUxd_FJdMDGszpQdWwx-dVi0qJUeG9AAnOmcZlyAg2KCx1-rX1bYIzeopt14LTGhdBqGvHaTAzLY6fEm06595Bd7uz8fM9T0HJraiC-oA6rmXcMj4&key=AIzaSyDYOoF-ybVDXPXhmnOq1TChpFQkEgr9meo"
